Name,Price,Model Year,Mileage,Engine Type,Transmission,Registered City,Color,Assembly,Body Type,Capacity
Suzuki Baleno JXL 2004,700000.0,2004,123,Petrol,Manual,Sindh,Silver,Local,Sedan,1300 cc
Toyota Vitz F 1.0 2018,3500000.0,2018,29000,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,1000 cc
Honda City Aspire 1.5 i-VTEC 2016,2900000.0,2016,120000,Petrol,Manual,Islamabad,White,Local,Sedan,1500 cc
Toyota Land Cruiser Cygnus 2005,10500000.0,2005,180000,Petrol,Automatic,Sindh,Black,Imported,SUV,4700 cc
Daihatsu Move X 2020,Call for price,2020,26000,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,660 cc
Toyota Prado TX Limited 3.4 1992,2095000.0,1992,175000,Petrol,Automatic,Islamabad,Black,Imported,SUV,3400 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2022,5950000.0,2022,10000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Honda BR-V i-VTEC S 2017,Call for price,2017,44037,Petrol,Automatic,Karachi,White,Local,MPV,1500 cc
BMW 5 Series 525i 2006,3800000.0,2006,125000,Petrol,Automatic,Un-Registered,Black,Imported,Sedan,2500 cc
Isuzu D-Max V-Cross Automatic 3.0 2019,7950000.0,2019,40000,Diesel,Automatic,Islamabad,Black,Imported,Double Cabin,3000 cc
Toyota Corolla 2022,3900000.0,2022,2500,Petrol,Automatic,Punjab,White,Local,,1300 cc
Changan Karvaan Plus 2022,2375000.0,2022,10,Petrol,Manual,Un-Registered,Silver,Local,Mini Van,1000 cc
Daihatsu Mira L 2021,3350000.0,2021,9000,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,660 cc
Honda BR-V i-VTEC S 2019,4100000.0,2019,33000,Petrol,Automatic,Karachi,Silver,Local,MPV,1500 cc
Suzuki Every PC 2016,1900000.0,2016,81000,Petrol,Automatic,Islamabad,Silver,Imported,Micro Van,660 cc
Chevrolet Opala 2005,1025000.0,2005,80000,Petrol,Manual,Islamabad,Black,Imported,,1600 cc
Honda Civic VTi Oriel 1.6 2004,1340000.0,2004,122000,Petrol,Manual,Karachi,White,Local,Sedan,1600 cc
Toyota Corolla X 1.3 2003,1850000.0,2003,139000,Petrol,Automatic,Karachi,Black,Imported,Sedan,1300 cc
Toyota Surf SSR-G 3.0D 1993,2250000.0,1993,200000,Diesel,Automatic,Peshawar,Blue,Imported,SUV,3000 cc
Toyota Prius A Touring Selection 2016,5900000.0,2016,60000,Petrol,Automatic,Islamabad,Black,Imported,Sedan,1800 cc
Honda Civic Turbo 1.5 VTEC CVT 2022,8200000.0,2022,65,Petrol,Automatic,Un-Registered,White,Local,Sedan,1500 cc
Hyundai i10 2015,2390000.0,2015,51578,Petrol,Manual,Islamabad,Blue,Imported,,1000 cc
Honda City 2004,1050000.0,2004,199999,Petrol,Manual,Karachi,Blue,Local,,1300 cc
Toyota Aqua S 2014,3800000.0,2014,87000,Hybrid,Automatic,Karachi,White,Imported,Hatchback,1500 cc
Honda N Box 2 Tone Color Style - G L Package 2014,1989999.9999999998,2014,77600,Petrol,Automatic,Islamabad,White,Imported,Hatchback,660 cc
Suzuki Alto VXR 2022,2135000.0,2022,1,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Suzuki Mehran VXR Euro II 2014,1000000.0,2014,47000,Petrol,Manual,Punjab,Grey,Local,Hatchback,796 cc
Mitsubishi Lancer 1.5L Automatic 2007,1370000.0,2007,138000,Petrol,Automatic,Karachi,Silver,Imported,Sedan,1500 cc
Toyota Corolla GLi Limited Edition 1.3 VVTi 2014,3500000.0,2014,10800,Petrol,Manual,Lahore,Silver,Local,Sedan,1300 cc
Toyota Land Cruiser ZX 2016,42500000.0,2016,26201,Petrol,Automatic,Un-Registered,White,Imported,SUV,4600 cc
Nissan Kicks 2020,6700000.0,2020,6222,Petrol,Automatic,Un-Registered,Red,Imported,,1200 cc
Honda Accord Euro R 2003,3400000.0,2003,150000,Petrol,Manual,Abbottabad,Red,Imported,Sedan,2000 cc
Toyota Vitz F 1.0 2018,Call for price,2018,72100,Petrol,Automatic,Un-Registered,Blue,Imported,Hatchback,1000 cc
Honda Insight EX 2019,9900000.0,2019,15860,Hybrid,Automatic,Un-Registered,White,Imported,Sedan,1500 cc
Toyota C-HR S 2016,6500000.0,2016,65000,Hybrid,Automatic,Lahore,Grey,Imported,Crossover,1800 cc
Suzuki Cultus VXR 2022,2600000.0,2022,10000,Petrol,Manual,Karachi,White,Local,Hatchback,1000 cc
Toyota Corolla Axio G 2007,2935000.0,2007,180000,Petrol,Automatic,Islamabad,White,Imported,Sedan,1500 cc
Daihatsu Mira X Memorial Edition 2013,1725000.0,2013,104140,Petrol,Automatic,Karachi,Silver,Imported,Hatchback,660 cc
Toyota Fortuner 2.7 VVTi 2017,8900000.0,2017,71000,Petrol,Automatic,Lahore,White,Local,SUV,2700 cc
Suzuki Mehran VXR Euro II 2012,815000.0,2012,70000,Petrol,Manual,Lahore,White,Local,Hatchback,800 cc
Honda City Aspire Prosmatec 1.5 i-VTEC 2021,4000000.0,2021,28500,Petrol,Automatic,Islamabad,White,Local,Sedan,1500 cc
Suzuki Spacia X 2014,1875000.0,2014,130000,Petrol,Automatic,Islamabad,Silver,Imported,Station Wagon,660 cc
Honda Civic EXi 2005,1100000.0,2005,215000,Petrol,Manual,Lahore,Black,Local,Sedan,1500 cc
Suzuki Alto VXR 2003,565000.0,2003,400000,Petrol,Manual,Islamabad,Silver,Local,Hatchback,1000 cc
Honda Civic VTi Oriel 1.8 i-VTEC 2009,1825000.0,2009,185000,Petrol,Manual,Punjab,Black,Local,Sedan,1800 cc
Suzuki Cultus VXR 2017,2350000.0,2017,58000,Petrol,Manual,Islamabad,White,Local,Hatchback,1000 cc
Honda Civic VTi 1.6 1998,950000.0,1998,150000,Petrol,Manual,Lahore,Green,Local,Sedan,1600 cc
Toyota Corolla Altis Grande CVT-i 1.8 2019,5000000.0,2019,77900,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Hyundai Santro Exec 2005,850000.0,2005,159450,Petrol,Manual,Rawalpindi,Grey,Local,Hatchback,1000 cc
Daihatsu Cuore CX Eco 2008,740000.0,2008,100000,Petrol,Manual,Karachi,Gold,Imported,Hatchback,800 cc
Nissan Dayz Highway Star 2013,1920000.0,2013,147000,Petrol,Automatic,Rawalpindi,White,Imported,,660 cc
Toyota Corolla GLi 1.3 VVTi 2016,2480000.0,2016,130000,Petrol,Manual,Sindh,White,Local,Sedan,1300 cc
Suzuki Cultus VXL 2017,1900000.0,2017,122000,Petrol,Manual,Sindh,White,Local,Hatchback,1000 cc
Suzuki Mehran VX 2007,450000.0,2007,120000,Petrol,Manual,Karachi,White,Local,Hatchback,800 cc
MG HS 1.5 Turbo 2021,6900000.0,2021,3700,Petrol,Automatic,Lahore,White,Imported,SUV,1500 cc
Suzuki Alto VXR (CNG) 2011,780000.0,2011,78000,Petrol,Manual,Sindh,Grey,Local,Hatchback,1000 cc
Nissan Note 1.2E 2019,4100000.0,2019,52000,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,1198 cc
Toyota Land Cruiser Cygnus 2003,Call for price,2003,242000,Petrol,Automatic,Islamabad,Black,Imported,SUV,4700 cc
Toyota Vitz F 1.0 2012,2150000.0,2012,113000,Petrol,Automatic,Lahore,Grey,Imported,Hatchback,1000 cc
Toyota Vitz F 1.0 2009,1780000.0,2009,80000,Petrol,Automatic,Karachi,Black,Imported,Hatchback,1000 cc
Toyota Vitz Jewela Smart Stop Package 1.0 2013,2230000.0,2013,68000,Petrol,Automatic,Karachi,Red,Imported,Hatchback,1000 cc
Suzuki Wagon R 2015,1900000.0,2015,75000,Petrol,Automatic,Lahore,Pink,Imported,,660 cc
Peugeot 2008 Allure 2022,5950000.0,2022,2,Petrol,Automatic,Un-Registered,Silver,Local,Crossover,1200 cc
Haval H6 HEV 2022,11500000.0,2022,56,Hybrid,Automatic,Un-Registered,Black,Local,Compact SUV,1500 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2017,4300000.0,2017,53000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Hyundai Santro Club GV 2004,720000.0,2004,20000,Petrol,Manual,Sindh,Grey,Local,Hatchback,1100 cc
Toyota Corolla Altis 1.6 2011,2400000.0,2011,150000,Petrol,Automatic,Sindh,Gold,Local,Sedan,1600 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,5450000.0,2021,7860,Petrol,Automatic,Islamabad,White,Local,Sedan,1800 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2019,3900000.0,2019,18000,Petrol,Automatic,Islamabad,Beige,Local,Sedan,1300 cc
Suzuki Alto G 2013,1600000.0,2013,150000,Petrol,Automatic,Karachi,Silver,Imported,Hatchback,660 cc
Honda City 1.3 i-VTEC Prosmatec 2018,2900000.0,2018,135000,Petrol,Automatic,Islamabad,White,Local,Sedan,1300 cc
Toyota Passo 2013,2300000.0,2013,97000,Petrol,Automatic,Lahore,Silver,Imported,,1000 cc
Suzuki Wagon R VXL 2018,1860000.0000000002,2018,46000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Suzuki Alto L 2019,2750000.0,2019,35000,Petrol,Automatic,Un-Registered,Turquoise,Imported,Hatchback,660 cc
Toyota Hilux Revo V Automatic 2.8 2022,10300000.0,2022,1,Diesel,Automatic,Un-Registered,Black,Local,Double Cabin,2800 cc
Honda City Aspire 1.5 i-VTEC 2017,2700000.0,2017,79000,Petrol,Manual,Islamabad,White,Local,Sedan,1500 cc
Nissan Kicks 2021,6800000.0,2021,18000,Hybrid,Automatic,Un-Registered,Brown,Imported,,1200 cc
Toyota Prado TX Limited 2.7 2005,7300000.0,2005,160000,Petrol,Automatic,Punjab,Black,Imported,SUV,2700 cc
Toyota Fortuner 2.7 VVTi 2021,11800000.0,2021,6500,Petrol,Automatic,Un-Registered,White,Local,SUV,2700 cc
Suzuki Alto VXR 2019,1980000.0,2019,36000,Petrol,Manual,Islamabad,White,Local,Hatchback,660 cc
Suzuki Mehran VX Euro II 2014,900000.0,2014,80000,Petrol,Manual,Multan,Grey,Local,Hatchback,796 cc
Suzuki Mehran VXR Euro II 2017,1100000.0,2017,39000,Petrol,Manual,Islamabad,Grey,Local,Hatchback,796 cc
Honda Civic VTi Prosmatec 1.8 i-VTEC 2006,1450000.0,2006,1,Petrol,Automatic,Karachi,White,Local,Sedan,1800 cc
Suzuki Liana RXi (CNG) 2009,900000.0,2009,180000,Petrol,Manual,Multan,White,Local,Sedan,1300 cc
KIA Sportage Alpha 2022,6000000.0,2022,5400,Petrol,Automatic,Sindh,White,Local,SUV,2000 cc
Honda City 1.3 i-VTEC 2019,3090000.0,2019,26500,Petrol,Manual,Lahore,Brown,Local,Sedan,1300 cc
Toyota Yaris ATIV X CVT 1.5 2021,3875000.0,2021,22000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1500 cc
Toyota Surf SSR-G 3.4 2004,6300000.0,2004,125000,Petrol,Automatic,Karachi,Silver,Imported,SUV,3400 cc
Honda Civic VTi Oriel UG Prosmatec 1.6 2004,1575000.0,2004,141867,Petrol,Automatic,Lahore,Black,Local,Sedan,1600 cc
Toyota Prado TX Limited 2.7 2018,29500000.0,2018,8500,Petrol,Automatic,Islamabad,White,Imported,SUV,2700 cc
Toyota Prius Alpha S Touring 2012,3700000.0,2012,149000,Petrol,Automatic,Islamabad,White,Imported,MPV,1800 cc
Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior 2021,5600000.0,2021,17000,Petrol,Automatic,Punjab,White,Local,Sedan,1800 cc
Toyota Prius Alpha S 2014,5500000.0,2014,110000,Petrol,Automatic,Islamabad,Grey,Imported,MPV,1800 cc
Honda City 1.2L CVT 2021,3750000.0,2021,17000,Petrol,Automatic,Punjab,White,Local,Compact sedan,1200 cc
Toyota Corolla XLi VVTi 2014,2300000.0,2014,115000,Petrol,Manual,Islamabad,Black,Local,Sedan,1300 cc
Suzuki Vitara GLX 1.6 2017,4250000.0,2017,77668,Petrol,Automatic,Islamabad,Turquoise,Imported,SUV,1600 cc
Suzuki Bolan VX Euro II 2014,875000.0,2014,48000,Petrol,Manual,Lahore,White,Local,Van,800 cc
Daihatsu Cuore CX Eco 2004,550000.0,2004,18,Petrol,Manual,Lahore,White,Local,Hatchback,800 cc
Honda Civic VTi Prosmatec 1.8 i-VTEC 2009,1700000.0,2009,197512,Petrol,Automatic,Lahore,Grey,Local,Sedan,1800 cc
Suzuki Mehran VX 1990,295000.0,1990,1,Petrol,Manual,Lahore,Red,Local,Hatchback,800 cc
Suzuki Cultus VXR 2007,645000.0,2007,100000,Petrol,Manual,Punjab,Silver,Local,Hatchback,1000 cc
Toyota Corolla XLi VVTi 2011,2100000.0,2011,150000,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Suzuki Mehran VX 2012,500000.0,2012,150000,Petrol,Manual,Punjab,Black,Local,Hatchback,800 cc
Toyota Passo + Hana 1.0 2012,2230000.0,2012,119000,Petrol,Automatic,Islamabad,White,Imported,Hatchback,1000 cc
Suzuki Alto VXR 2019,1820000.0,2019,42000,Petrol,Manual,Karachi,White,Local,Hatchback,660 cc
Suzuki Mehran VX Euro II 2015,1000000.0,2015,95400,Petrol,Manual,Lahore,White,Local,Hatchback,796 cc
Suzuki Alto VXR (CNG) 2008,675000.0,2008,87000,Petrol,Manual,Karachi,Green,Local,Hatchback,1000 cc
Suzuki Alto VXR 2022,2064999.9999999998,2022,4200,Petrol,Manual,Un-Registered,White,Local,Hatchback,660 cc
Honda City i-DSI Vario 2005,1425000.0,2005,190000,Petrol,Automatic,Multan,White,Local,Sedan,1300 cc
Toyota Prius Alpha S Touring 2018,8400000.0,2018,58200,Hybrid,Automatic,Islamabad,White,Imported,MPV,1800 cc
Toyota Corolla Altis Cruisetronic 1.6 2012,2650000.0,2012,100000,Petrol,Automatic,Punjab,Black,Local,Sedan,1600 cc
Chery Tiggo 4 Pro DEX Plus 1.5T 2022,5600000.0,2022,1,Petrol,Automatic,Un-Registered,White,Local,Crossover,1500 cc
Toyota Corolla Altis Automatic 1.6 2021,4450000.0,2021,15000,Petrol,Automatic,Sindh,White,Local,Sedan,1600 cc
Toyota Vitz F 1.0 1999,1295000.0,1999,200000,Petrol,Automatic,Punjab,Blue,Imported,Hatchback,1000 cc
Suzuki Wagon R VXL 2017,1710000.0000000002,2017,52000,Petrol,Manual,Lahore,Black,Local,Hatchback,1000 cc
Mercedes Benz S Class 2001,4300000.0,2001,60900,Petrol,Automatic,Sindh,White,Imported,,3200 cc
Toyota Aqua S 2014,3150000.0,2014,124000,Hybrid,Automatic,Islamabad,White,Imported,Hatchback,1500 cc
Nissan Clipper 2017,Call for price,2017,79925,Petrol,Automatic,Un-Registered,Black,Imported,,660 cc
Honda City i-DSI 2005,1225000.0,2005,200000,Petrol,Manual,Sindh,White,Local,Sedan,1300 cc
MG HS 1.5 Turbo 2021,7050000.0,2021,1500,Petrol,Automatic,Lahore,White,Imported,SUV,1500 cc
Toyota Cynos 2004,Call for price,2004,44000,Petrol,Automatic,Islamabad,White,Imported,,4700 cc
Mitsubishi Pajero GLX 2.8D 2006,4300000.0,2006,100000,Diesel,Automatic,Un-Registered,White,Imported,SUV,2800 cc
Honda BR-V i-VTEC S 2018,3640000.0,2018,49000,Petrol,Automatic,Islamabad,Silver,Local,MPV,1500 cc
Suzuki Alto VXR 2012,1050000.0,2012,80000,Petrol,Manual,Lahore,Silver,Local,Hatchback,1000 cc
Honda Vezel Hybrid X L Package 2017,3650000.0,2017,50000,Petrol,Automatic,Lahore,Black,Imported,Crossover,1500 cc
Proton Saga 1.3L Ace A/T 2022,2950000.0,2022,2700,Petrol,Automatic,Sindh,Silver,Local,Sedan,1300 cc
Daihatsu Cuore CL 2008,720000.0,2008,173000,Petrol,Manual,Lahore,White,Imported,Hatchback,800 cc
Toyota Prado TX Limited 2.7 2015,21000000.0,2015,50000,Petrol,Automatic,Islamabad,White,Imported,SUV,2700 cc
Toyota Corolla Altis Automatic 1.6 2018,3900000.0,2018,100000,Petrol,Automatic,Islamabad,White,Local,Sedan,1600 cc
Suzuki Bolan VX 2001,500000.0,2001,2,Petrol,Manual,Karachi,Beige,Local,Mini Van,800 cc
Honda Civic VTi 1.6 2004,1150000.0,2004,172000,Petrol,Manual,Karachi,Grey,Local,Sedan,1600 cc
Honda City 1.2L M/T 2022,4050000.0,2022,9600,Petrol,Manual,Lahore,White,Local,Compact sedan,1200 cc
Honda City 1.3 i-VTEC 2017,2650000.0,2017,75000,Petrol,Manual,Lahore,White,Local,Sedan,1300 cc
Suzuki Mehran VXR Euro II 2017,1050000.0,2017,85000,Petrol,Manual,Islamabad,Grey,Local,Hatchback,796 cc
Honda BR-V i-VTEC S 2021,4475000.0,2021,15770,Petrol,Automatic,Islamabad,White,Local,MPV,1500 cc
Suzuki Swift DLX Automatic 1.3 Navigation 2019,2100000.0,2019,68000,Petrol,Automatic,Karachi,Grey,Local,Hatchback,1300 cc
Toyota Corolla 2.0D Saloon 2009,2300000.0,2009,110000,Diesel,Manual,Islamabad,Black,Local,Sedan,2000 cc
Mitsubishi Lancer GLX 1.3 2000,809000.0,2000,240000,Petrol,Manual,Karachi,Maroon,Imported,Sedan,1300 cc
Toyota Corolla XLi VVTi 2012,1620000.0,2012,100000,Petrol,Manual,Sindh,Black,Local,Sedan,1300 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2012,2500000.0,2012,177000,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Lexus LX Series LX570 2017,62500000.0,2017,29800,Petrol,Automatic,Un-Registered,White,Imported,SUV,5700 cc
Toyota Corolla GLi Automatic 1.6 VVTi 2012,2470000.0,2012,125000,Petrol,Automatic,Punjab,Black,Local,Sedan,1600 cc
Suzuki Wagon R VXL 2015,1490000.0,2015,83000,Petrol,Manual,Karachi,Gold,Local,Hatchback,1000 cc
Suzuki Alto VXR 2008,875000.0,2008,95000,Petrol,Manual,Sindh,Assembly,Local,Hatchback,1000 cc
Suzuki Alto X 2018,2950000.0,2018,18000,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,660 cc
Suzuki Every 2013,1100000.0,2013,175000,Petrol,Automatic,Islamabad,Silver,Imported,,660 cc
Toyota Aqua S 2014,3329999.9999999995,2014,138469,Hybrid,Automatic,Islamabad,White,Imported,Hatchback,1500 cc
Toyota Land Cruiser ZX 2017,43900000.0,2017,10000,Petrol,Automatic,Lahore,White,Imported,SUV,4600 cc
Toyota Mark X 250G 2005,3450000.0,2005,86464,Petrol,Automatic,Lahore,White,Imported,Sedan,2500 cc
Honda City 1.5L ASPIRE CVT 2022,4290000.0,2022,13000,Petrol,Automatic,Punjab,White,Local,Compact sedan,1500 cc
KIA Sportage AWD 2022,7150000.0,2022,50,Petrol,Automatic,Un-Registered,White,Local,SUV,2000 cc
Toyota Surf SSR-G 2.7 2005,5200000.0,2005,132000,Petrol,Automatic,Lahore,Black,Imported,SUV,2700 cc
Toyota Corolla XLi Automatic 2019,3400000.0,2019,1,Petrol,Automatic,Sindh,White,Local,Sedan,1300 cc
Toyota Hilux Revo V Automatic 2.8 2019,8600000.0,2019,67000,Diesel,Automatic,Sindh,White,Local,Double Cabin,2800 cc
Suzuki Mehran VXR Euro II 2016,1080000.0,2016,48000,Petrol,Manual,Lahore,Silver,Local,Hatchback,796 cc
Toyota Land Cruiser VX Limited 4.7 1998,7800000.0,1998,100000,Petrol,Automatic,Lahore,White,Imported,SUV,4700 cc
Honda Civic Turbo 1.5 VTEC CVT 2020,5450000.0,2020,28000,Petrol,Automatic,Karachi,Black,Local,Sedan,1500 cc
Honda Civic Oriel 1.8 i-VTEC CVT 2021,5350000.0,2021,23169,Petrol,Automatic,Islamabad,Silver,Local,Sedan,1800 cc
Honda City 1.3 i-VTEC 2017,2750000.0,2017,83155,Petrol,Manual,Islamabad,White,Local,Sedan,1300 cc
Toyota Yaris ATIV CVT 1.3 2022,Call for price,2022,25,Petrol,Automatic,Un-Registered,White,Local,Sedan,1300 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2009,2050000.0,2009,126000,Petrol,Automatic,Lahore,Silver,Local,Sedan,1800 cc
Toyota Corolla Altis X Automatic 1.6 Special Edition 2022,5225000.0,2022,1500,Petrol,Automatic,Un-Registered,White,Local,Sedan,1600 cc
Suzuki APV GLX (CNG) 2009,2300000.0,2009,130000,Petrol,Manual,Lahore,White,Local,Mini Van,1500 cc
Toyota Prius G 1.8 2012,3700000.0,2012,111,Petrol,Automatic,Lahore,White,Imported,Sedan,1800 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2014,3050000.0,2014,82500,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Suzuki Alto VXR 2021,1985000.0000000002,2021,29000,Petrol,Manual,Sindh,White,Local,Hatchback,660 cc
Suzuki Cultus VXR 2018,2250000.0,2018,140000,Petrol,Manual,Lahore,White,Local,Hatchback,1000 cc
Toyota Corolla GLi 1.6 1997,1050000.0,1997,250000,Petrol,Manual,Lahore,Gold,Local,Sedan,1600 cc
Toyota Corolla Fielder Hybrid 2018,5200000.0,2018,125000,Petrol,Automatic,Karachi,White,Imported,Station Wagon,1500 cc
Toyota Prado TX 2.7 2013,15000000.0,2013,78000,Petrol,Automatic,Un-Registered,Black,Imported,SUV,2700 cc
Toyota Corolla GL 1998,960000.0,1998,10000,Petrol,Manual,Sindh,Green,Local,Sedan,1300 cc
Toyota Passo X S  2018,3350000.0,2018,92580,Petrol,Automatic,Islamabad,White,Imported,Hatchback,1000 cc
Honda Civic 1.5 VTEC Turbo Oriel 2022,7200000.0,2022,2000,Petrol,Automatic,Un-Registered,Black,Local,Sedan,1500 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2011,2335000.0,2011,104850,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Honda Acty 2012,1100000.0,2012,88000,Petrol,Automatic,Karachi,White,Imported,,660 cc
Toyota Corolla GLi 1.3 VVTi 2009,1525000.0,2009,206500,Petrol,Manual,Karachi,Black,Local,Sedan,1300 cc
Honda Civic VTi Prosmatec 1.8 i-VTEC 2007,1600000.0,2007,150000,Petrol,Automatic,Lahore,Black,Local,Sedan,1800 cc
Honda Civic VTi Oriel 1.8 i-VTEC 2011,2064999.9999999998,2011,153000,Petrol,Manual,Sialkot,Grey,Local,Sedan,1800 cc
Honda BR-V i-VTEC S 2017,3600000.0,2017,65000,Petrol,Automatic,Islamabad,Black,Local,MPV,1500 cc
SsangYong Rexton 2005,3350000.0,2005,150000,Diesel,Automatic,Islamabad,White,Imported,,2700 cc
Nissan Pino E 2007,1600000.0,2007,80000,Petrol,Automatic,Islamabad,White,Imported,Hatchback,660 cc
Daihatsu Move Custom X 2019,Call for price,2019,89000,Petrol,Automatic,Un-Registered,White,Imported,Hatchback,660 cc
Toyota Tank G Turbo  2019,Call for price,2019,70000,Petrol,Automatic,Un-Registered,Blue,Imported,MPV,1000 cc
Nissan Dayz Bolero J 2014,1870000.0,2014,74000,Petrol,Automatic,Islamabad,Silver,Imported,Hatchback,660 cc
Toyota Corolla Axio Hybrid 1.5 2019,Call for price,2019,70364,Petrol,Automatic,Un-Registered,White,Imported,Sedan,1500 cc
Changan Alsvin 1.3L MT Comfort 2022,3250000.0,2022,550,Petrol,Manual,Un-Registered,Black,Local,Sedan,1300 cc
Nissan Note 1.2E 2019,Call for price,2019,69919,Petrol,Automatic,Un-Registered,Grey,Imported,Hatchback,1198 cc
Toyota Prado TX 2.7 2017,Call for price,2017,20000,Petrol,Automatic,Un-Registered,Black,Imported,SUV,2700 cc
Toyota Prado TX Limited 2.7 2010,13500000.0,2010,90000,Petrol,Automatic,Sindh,Black,Imported,SUV,2700 cc
Range Rover Autobiography 2019,78000000.0,2019,18000,Hybrid,Automatic,Lahore,Black,Imported,,2000 cc
Honda Civic Oriel Prosmatec UG 2016,3650000.0,2016,60000,Petrol,Automatic,Lahore,White,Local,Sedan,1800 cc
Toyota Vitz F 1.0 2018,3450000.0,2018,90000,Petrol,Automatic,Islamabad,Grey,Imported,Hatchback,1000 cc
BAIC BJ40 2022,8500000.0,2022,5900,Petrol,Automatic,Islamabad,Black,Local,,2000 cc
Suzuki Wagon R Hybrid FZ 2018,2995000.0,2018,55000,Hybrid,Automatic,Un-Registered,Grey,Imported,Hatchback,660 cc
Suzuki Mehran VX Euro II 2015,819999.9999999999,2015,50000,Petrol,Manual,Multan,White,Local,Hatchback,796 cc
Daihatsu Cuore CX Eco 2011,1245000.0,2011,95000,Petrol,Manual,Lahore,Silver,Local,Hatchback,800 cc
Honda Vezel Hybrid Z 2014,4100000.0,2014,145000,Hybrid,Automatic,Islamabad,White,Imported,Crossover,1500 cc
Suzuki Alto VXR 2010,1049000.0,2010,97000,Petrol,Manual,Lahore,Grey,Local,Hatchback,1000 cc
MG ZS 1.5L 2021,4650000.0,2021,35000,Petrol,Automatic,Islamabad,Blue,Local,Compact SUV,1500 cc
Toyota Corolla XLi VVTi 2017,2500000.0,2017,200000,Petrol,Manual,Lahore,White,Local,Sedan,1300 cc
Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2010,1880000.0,2010,78000,Petrol,Automatic,Karachi,Black,Local,Sedan,1800 cc
Toyota Fortuner 2.7 VVTi 2020,11500000.0,2020,23000,Petrol,Automatic,Islamabad,Black,Local,SUV,2700 cc
Suzuki Swift DLX 1.3 Navigation  2019,2250000.0,2019,76000,Petrol,Manual,Islamabad,White,Local,Hatchback,1300 cc
Toyota Hiace Standard 3.0 2008,3250000.0,2008,250000,Diesel,Manual,Islamabad,White,Imported,Van,3000 cc
Suzuki Alto 1997,484999.99999999994,1997,100000,Petrol,Manual,Lahore,White,Local,,10000 cc
Toyota Corolla GLi 1.3 VVTi 2012,1950000.0,2012,180000,Petrol,Manual,Lahore,Gold,Local,Sedan,1300 cc
Mercedes Benz C Class C200 2019,18500000.0,2019,32000,Petrol,Automatic,Un-Registered,White,Imported,Sedan,2000 cc
Daihatsu Tanto 2013,1600000.0,2013,55000,Petrol,Automatic,Lahore,Maroon,Imported,,660 cc
Daihatsu Cuore CX Eco 2004,545000.0,2004,100000,Petrol,Manual,Faisalabad,White,Local,Hatchback,800 cc
Adam Revo 2020,8800000.0,2020,35000,Diesel,Automatic,Sindh,Black,Local,,2800 cc
Toyota Aqua S 2013,2790000.0,2013,158000,Hybrid,Automatic,Karachi,Blue,Imported,Hatchback,1500 cc
Toyota Corolla GLi Automatic 1.3 VVTi 2018,3625000.0,2018,51000,Petrol,Automatic,Islamabad,White,Local,Sedan,1300 cc
Toyota Prius S 1.8 2013,3450000.0,2013,90000,Petrol,Automatic,Sindh,Black,Imported,Sedan,1800 cc
Suzuki Cultus VXRi 2007,830000.0000000001,2007,96101,Petrol,Manual,Hyderabad,Grey,Local,Hatchback,1000 cc
Suzuki Margalla GL 1995,525000.0,1995,80000,Petrol,Manual,Lahore,Green,Imported,Sedan,1300 cc
Honda Civic EXi 1999,800000.0,1999,120000,Petrol,Manual,Karachi,Silver,Local,Sedan,1500 cc
Changan Karvaan Plus 2021,2175000.0,2021,11000,Petrol,Manual,Punjab,Silver,Local,Mini Van,1000 cc
